name,response,confidence_no_fp,exp_url,source,scope,expected_countries,notes
dns_isp_id_sehat_xl_block,blockpage.xl.co.id,10,https://explorer.ooni.org/measurement/20180324T031959Z_AS24203_oRMW0HPO6Z2u3lkA8d4uROtqX2fuKU6XH8ARB0JtGanxPSHX3L?input=https://www.scruff.com/,['https://www.xl.co.id/id'],isp,['ID'],Indonesian ISP XL blockpage. This is to match against the CNAME IP was 112.215.197.131
dns_isp_pk_nayatel_safeweb,203.82.48.86,10,https://explorer.ooni.org/measurement/20191206T015807Z_AS23674_BbXvUMwowxajbM9Q1pTeOp84pawo9ccTUsltC6B1vhyNHC2kkM?input=http://gaytoday.com/,['https://nayatel.com/'],isp,['PK'],Pakistani ISP Nayatels Safeweb blockpage
dns_isp_pk_nayatel_surfsafely,203.82.48.83,10,https://explorer.ooni.org/measurement/20161025T235721Z_AS23674_Lldjua1VqHuWrRcILrD3wrfRXiOVP5P3e0wHwJV1MACuOzBFwY?input=http://www.queerty.com,['https://nayatel.com/'],isp,['PK'],Pakistani ISP Nayatels Surf Safely blockpage
dns_isp_rostelecom_blocksystem,217.148.54.171,7,,['https://rt.ru/'],isp,['RU'],Russian ISP Rostelecom but the filtering pattern is very different than what customers typically see. This might be a small downstream players RKN implementation.
dns_isp_ru_rkn_enforta,87.241.223.133,10,,['https://www.enforta.ru/'],isp,['RU'],Russian ISP Enforta blockpage
dns_isp_ru_rkn_ertelecom,5.3.3.17,10,https://explorer.ooni.org/measurement/20180313T233202Z_AS51645_dIEFx0okmP7iqOXN3x1p97EObb6Z1oLDQYOHFLVvfn7c0FKRW6?input=http://bluesystem.ru/,['https://ertelecom.ru/'],isp,['RU'],Russian ISP Ertelecom RKN blockpage
dns_isp_ru_rkn_mastertel,83.69.208.124,10,,['http://mastertel.ru/'],isp,['RU'],"Russian ISP Mastertel (business focused, telecom provider, datacenters, etc) RKN blockpage"
dns_isp_ru_rkn_netbynet,212.1.226.59,10,,['http://www.netbynet.ru/'],isp,['RU'],Russian ISP NetByNet RKN blockpage
dns_isp_ru_rkn_skynet,185.37.129.10,10,https://explorer.ooni.org/measurement/20190628T034744Z_AS35807_4XwiNixlQ8odJ6ek21IUmKwtvCecSOWoII5ZjwqzCCgx6Sx9a3?input=http://bluesystem.ru/,['https://www.sknt.ru/'],isp,['RU'],Russian ISP Skynet RKN blockpage
dns_isp_ru_rkn_smoltelecom,37.44.40.254,10,,['http://smoltelecom.ru/'],isp,['RU'],Russian ISP Smoltelecom blockpage
dns_isp_ru_rkn_zencom,46.175.31.250,10,,['https://zencom.ru/'],isp,['RU'],Russian ISP Zencom RKN blockpage
dns_isp_tr_turknet_chat,193.192.98.43,10,,['https://turk.net/'],isp,['TR'],Turkish ISP Turk Net optin family oriented DNS service (this is DIFFERENT than the Turk Telecom secureinternet)
dns_isp_tr_turknet_chat_and_socialmedia,193.192.98.46,10,,['https://turk.net/'],isp,['TR'],Turkish ISP Turk Net optin family oriented DNS service (this is DIFFERENT than the Turk Telecom secureinternet)
dns_isp_tr_turknet_familyprofile,193.192.98.41,10,,['https://turk.net/'],isp,['TR'],Turkish ISP Turk Net optin family oriented DNS service (this is DIFFERENT than the Turk Telecom secureinternet)
dns_isp_tr_turknet_game,193.192.98.45,10,,['https://turk.net/'],isp,['TR'],Turkish ISP Turk Net optin family oriented DNS service (this is DIFFERENT than the Turk Telecom secureinternet)
dns_isp_tr_turknet_game_and_chat,193.192.98.48,10,,['https://turk.net/'],isp,['TR'],Turkish ISP Turk Net optin family oriented DNS service (this is DIFFERENT than the Turk Telecom secureinternet)
dns_isp_tr_turknet_game_and_socialmedia,193.192.98.47,10,,['https://turk.net/'],isp,['TR'],Turkish ISP Turk Net optin family oriented DNS service (this is DIFFERENT than the Turk Telecom secureinternet)
dns_isp_tr_turknet_game_chat_socialmedia,193.192.98.49,10,,['https://turk.net/'],isp,['TR'],Turkish ISP Turk Net optin family oriented DNS service (this is DIFFERENT than the Turk Telecom secureinternet)
dns_isp_tr_turknet_socialmedia,193.192.98.42,10,,['https://turk.net/'],isp,['TR'],Turkish ISP Turk Net optin family oriented DNS service (this is DIFFERENT than the Turk Telecom secureinternet)
dns_nat_cn_poison_01,8.7.198.45,10,,"['https://viewdns.info/research/dns-cache-poisoning-in-the-peoples-republic-of-china/', 'https://ora.ox.ac.uk/objects/uuid:33adc5ff-53d6-4f31-9596-c809de2417de/download_file?safe_filename=14092016-acm-alt-2015.pdf&file_format=application%2Fpdf&type_of_work=Conference+item']",nat,['CN'],A published poison reply IP related to Chinese GFW (ARIN)
dns_nat_cn_poison_02,37.61.54.158,10,,"['https://viewdns.info/research/dns-cache-poisoning-in-the-peoples-republic-of-china/', 'https://ora.ox.ac.uk/objects/uuid:33adc5ff-53d6-4f31-9596-c809de2417de/download_file?safe_filename=14092016-acm-alt-2015.pdf&file_format=application%2Fpdf&type_of_work=Conference+item']",nat,['CN'],A published poison reply IP related to Chinese GFW (European Regional Registry)
